head,tail,level
https://en.wikipedia.org/wiki/Breakthrough_Starshot,https://en.wikipedia.org/wiki/Laser,2
https://en.wikipedia.org/wiki/Breakthrough_Starshot,https://en.wikipedia.org/wiki/Light-years,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Billionaire,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/United_States_dollar,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Forbes,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Dictator,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Microsoft,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Amazon_(company),2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Royal_family,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Mark_Zuckerberg,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Jeff_Bezos,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Net_worth,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Mean_(average),2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/United_States,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Oxfam,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Bill_Gates,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/Bloomberg_News,2
https://en.wikipedia.org/wiki/The_World's_Billionaires,https://en.wikipedia.org/wiki/China,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/New_Zealand,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Time_Inc.,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/The_Times,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/News_website,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/London,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Marc_Benioff,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Henry_Luce,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Weekly_newspaper,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Australia,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/People_(magazine),2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Latin_America,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Pacific_Islands,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/New_York_City,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Africa,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Hong_Kong,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Meredith_Corporation,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Time,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/News_magazine,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Middle_East,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Sydney,2
https://en.wikipedia.org/wiki/Time_(magazine),https://en.wikipedia.org/wiki/Time_(disambiguation),2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Google,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Harvard_College,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/List_of_public_corporations_by_market_capitalization,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Amazon_(company),2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Chris_Hughes,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Jio_Platforms,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Oculus_VR,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Facebook_Portal,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Media_conglomerate,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Giphy,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Mapillary,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Dustin_Moskovitz,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Eduardo_Saverin,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Mark_Zuckerberg,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Andrew_McCollum,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Social_media,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Facebook,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Facebook_Messenger,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Apple_Inc.,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Microsoft,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/WhatsApp,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Big_Five_(technology_companies),2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Facebook_Watch,2
"https://en.wikipedia.org/wiki/Facebook,_Inc.",https://en.wikipedia.org/wiki/Instagram,2
https://en.wikipedia.org/wiki/Andrew_McCollum,https://en.wikipedia.org/wiki/Philo_(company),2
https://en.wikipedia.org/wiki/Andrew_McCollum,https://en.wikipedia.org/wiki/Facebook,2
https://en.wikipedia.org/wiki/Andrew_McCollum,https://en.wikipedia.org/wiki/Angel_investor,2
https://en.wikipedia.org/wiki/Zuckerberg_(surname),https://en.wikipedia.org/wiki/Donna_Zuckerberg,2
https://en.wikipedia.org/wiki/Zuckerberg_(surname),https://en.wikipedia.org/wiki/German_language,2
https://en.wikipedia.org/wiki/Zuckerberg_(surname),https://en.wikipedia.org/wiki/Mark_Zuckerberg,2
https://en.wikipedia.org/wiki/Zuckerberg_(surname),https://en.wikipedia.org/wiki/Randi_Zuckerberg,2
https://en.wikipedia.org/wiki/Zuckerberg_(surname),https://en.wikipedia.org/wiki/Debbie_Rosenberg,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Magnetic_sail,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Spacecraft_attitude,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Laser_(dinghy),2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Electric_sail,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Radiation_pressure,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Interplanetary_spaceflight,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Spacecraft_propulsion,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Newton_(unit),2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/IKAROS,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/LightSail,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Pound_(force),2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Laser_propulsion,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Electrically_powered_spacecraft_propulsion,2
https://en.wikipedia.org/wiki/Solar_sail,https://en.wikipedia.org/wiki/Spacecraft_design,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Harvard_College,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Friending_and_following,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Hate_speech,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Yale_University,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Chris_Hughes,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Personal_computer,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Privacy_settings,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Copyright_infringement,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Internet,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Facebook-Cambridge_Analytica_data_scandal,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Social_networking_service,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Dustin_Moskovitz,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Eduardo_Saverin,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Smartphone,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Face_book,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Self-esteem,2
https://en.wikipedia.org/wiki/Facebook,"https://en.wikipedia.org/wiki/Facebook,_Inc.",2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Mark_Zuckerberg,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Andrew_McCollum,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Social_media,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology,2
https://en.wikipedia.org/wiki/Facebook,"https://en.wikipedia.org/wiki/Menlo_Park,_California",2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Social_media_addiction,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Ivy_League,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Internet_privacy,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Fake_news,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Columbia_University,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Conspiracy_theories,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/List_of_colleges_and_universities_in_metropolitan_Boston,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Tablet_computer,2
https://en.wikipedia.org/wiki/Facebook,https://en.wikipedia.org/wiki/Stanford_University,2
"https://en.wikipedia.org/wiki/White_Plains,_New_York","https://en.wikipedia.org/wiki/Westchester_County,_New_York",2
"https://en.wikipedia.org/wiki/White_Plains,_New_York",https://en.wikipedia.org/wiki/County_seat,2
"https://en.wikipedia.org/wiki/White_Plains,_New_York",https://en.wikipedia.org/wiki/Inner_suburb,2
"https://en.wikipedia.org/wiki/White_Plains,_New_York",https://en.wikipedia.org/wiki/New_York_City,2
"https://en.wikipedia.org/wiki/White_Plains,_New_York",https://en.wikipedia.org/wiki/Midtown_Manhattan,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Harvard_Library,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Harvard_College,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Pulitzer_Prize,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Religious_denomination,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Colonial_colleges,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Marshall_Scholarship,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/World_War_II,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/List_of_Fields_Medal_winners_by_university_affiliation,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Harvard_University_endowment,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Harvard_(disambiguation),2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Radcliffe_Institute_for_Advanced_Study,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/List_of_colleges_and_universities_in_the_United_States_by_endowment,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Great_Depression,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Harvard_Yard,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/James_B._Conant,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Research_university,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Association_of_American_Universities,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States_by_education,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/List_of_Turing_Award_laureates_by_university_affiliation,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Need-blind_admission,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/American_Civil_War,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Allston,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/John_Harvard_(clergyman),2
https://en.wikipedia.org/wiki/Harvard_University,"https://en.wikipedia.org/wiki/Cambridge,_Massachusetts",2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/List_of_Nobel_laureates_by_university_affiliation,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Massachusetts_General_Court,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Academy_Awards,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Ivy_League,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/List_of_universities_by_number_of_billionaire_alumni,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Charles_William_Eliot,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Charles_River,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Boston_Brahmin,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Longwood_Medical_and_Academic_Area,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Unitarianism,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Rhodes_Scholarship,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/List_of_American_universities_with_Olympic_medals,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/Congregationalism_in_the_United_States,2
https://en.wikipedia.org/wiki/Harvard_University,https://en.wikipedia.org/wiki/List_of_companies_founded_by_Harvard_University_alumni,2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Forbes,2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Asana_(web_application),2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Andrew_McCollum,2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Mark_Zuckerberg,2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Facebook,2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Justin_Rosenstein,2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Eduardo_Saverin,2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Internet_entrepreneur,2
https://en.wikipedia.org/wiki/Dustin_Moskovitz,https://en.wikipedia.org/wiki/Chris_Hughes,2
https://en.wikipedia.org/wiki/Eduardo_Saverin,https://en.wikipedia.org/wiki/Qwiki,2
https://en.wikipedia.org/wiki/Eduardo_Saverin,https://en.wikipedia.org/wiki/Jumio,2
https://en.wikipedia.org/wiki/Eduardo_Saverin,https://en.wikipedia.org/wiki/Facebook,2
https://en.wikipedia.org/wiki/Eduardo_Saverin,https://en.wikipedia.org/wiki/Angel_investor,2
https://en.wikipedia.org/wiki/Eduardo_Saverin,https://en.wikipedia.org/wiki/Renunciation_of_citizenship,2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/The_New_Republic,2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Libra_(cryptocurrency),2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Eduardo_Saverin,2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Christopher_Hughes_(disambiguation),2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Harvard,2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Mark_Zuckerberg,2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Andrew_McCollum,2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Facebook,2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Entrepreneur,2
https://en.wikipedia.org/wiki/Chris_Hughes,https://en.wikipedia.org/wiki/Dustin_Moskovitz,2
https://en.wikipedia.org/wiki/Forbes_list_of_The_World's_Most_Powerful_People,https://en.wikipedia.org/wiki/Xi_Jinping,2
https://en.wikipedia.org/wiki/Forbes_list_of_The_World's_Most_Powerful_People,https://en.wikipedia.org/wiki/World_population,2
https://en.wikipedia.org/wiki/Forbes_list_of_The_World's_Most_Powerful_People,https://en.wikipedia.org/wiki/Forbes,2
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Broadcast_media,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Public_speaking,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Newspaper,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Digital_media,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Comics,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Billboard,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Pamphlet,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/QR_Code,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Mass_Media_Inc.,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Internet,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Mass_communication,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Film,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Book,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Website,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Television,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Social_media,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Technology,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Media_(communication),3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Email,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Blimp,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Skywriting,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Mobile_web,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Magazine,3
https://en.wikipedia.org/wiki/Mass_media,https://en.wikipedia.org/wiki/Augmented_Reality,3
